movieID,actorID,role
tt0437777,nm0048932,Brian Kelly
tt0437777,nm0112001,Suzette
tt0313196,nm0305558,Padre Amaro
tt0313196,nm0847799,Amelia
tt0313196,nm0333466,Padre Benito Díaz
tt0313196,nm0032793,Augustina Sanjuanera
tt9898858,nm1159180,Coffee
tt9898858,nm0378245,Vanessa Manning
tt9898858,nm10067359,Kareem
tt9898858,nm2365811,Detective Watts
tt0204137,nm0000353,Earl Copen
tt0204137,nm0000411,Ron Decker
tt0204137,nm0001803,Vito
tt0204137,nm0095478,Paul Adams
tt0160611,nm0000228,Michael Lynch
tt0160611,nm0000400,Christine Lynch
tt0160611,nm0611932,Stevie
tt0160611,nm0226820,Noel Quigley
tt4600952,nm3039952,Arsus
tt4600952,nm3751258,Khan
tt4600952,nm5904835,Ler
tt4600952,nm6615975,Kseniya
tt0374339,nm0504897,Chan Wing Yan
tt0374339,nm0490489,Inspector Lau Kin Ming
tt0374339,nm0481709,SP Yeung Kam Wing
tt0374339,nm0155203,Inspector Shen Chen
tt5175450,nm0000553,Mark Felt
tt5175450,nm0000178,Audrey Felt
tt5175450,nm0190744,L. Patrick Gray
tt5175450,nm0001282,Ed Miller
tt0205177,nm0256960,Kevin
tt0205177,nm0256960,Executioner
tt0205177,nm0121755,Perry
tt0205177,nm0406975,Eye Ball Paul
tt0205177,nm0292182,Candice
tt1486193,nm1670029,Thomas Anders
tt1486193,nm0004825,Tatia Meddevi
tt1486193,nm0185404,Sebastian Ganz
tt1486193,nm0001287,Miriam Eisner
tt0458367,nm0005203,Lexi
tt0458367,nm0168262,Brad
tt0458367,nm0673637,Alvaro
tt0458367,nm1891158,Timmy
tt11307814,nm2116753,Nadja
tt11307814,nm0815853,David
tt11307814,nm0361574,Tomas
tt11307814,nm1090326,Einar
tt0857376,nm1813878,Gabriel
tt0857376,nm2380420,Sammael
tt0857376,nm1635134,Jade
tt0857376,nm0681547,Asmodeus
tt0144201,nm0660854,Adèle
tt0144201,nm0000809,Gabor
tt0144201,nm0679546,Contortionist
tt0144201,nm0313320,Takis
tt13070602,nm0000222,Sophie
tt13070602,nm0000144,Myles
tt13070602,nm0743605,Thomas
tt13070602,nm1450877,Maisie
tt0805184,nm0474774,Bunty
tt0805184,nm0332871,Babla
tt0805184,nm0712546,Champak 'Champu' Chaturvedi
tt0805184,nm1069034,Aditi Desai
tt0805184,nm1069034,Munni
tt0269389,nm0267241,Roro
tt0269389,nm0677471,Måns
tt0269389,nm0677471,Roro's friend
tt0269389,nm0637259,Lisa
tt0269389,nm0637259,Roro's girlfriend
tt0269389,nm0693837,Yasmin
tt4468634,nm0931329,Gina
tt4468634,nm0829576,Elizabeth Travis
tt4468634,nm0000368,Laura
tt4468634,nm0001457,Ryan
tt10534500,nm1428724,Oliver Twist
tt10534500,nm5465692,Antony Oliver Twist
tt10534500,nm1465444,Kuttiyamma
tt10534500,nm10899733,Charles Oliver Twist
tt4006302,nm3353780,Vivien
tt4006302,nm4955588,Sophia
tt4006302,nm3048050,Miss Brixil
tt4006302,nm0653660,Dr. Miro
tt13097336,nm0085244,Bibi
tt13097336,nm11769337,Laith Lanrawi
tt13097336,nm0269909,Abu Bakr
tt13097336,nm1347940,Omar
tt11252440,nm9930181,Mimi
tt11252440,nm9242868,Luke
tt11252440,nm4078217,Psycho Goreman (PG)
tt11252440,nm10149642,Psycho Goreman (PG)
tt2948790,nm0683253,Miranda Wells
tt2948790,nm2057036,William Finn
tt2948790,nm0000560,Mitchell Wells
tt2948790,nm0005179,Nancy
tt0831888,nm0632497,Kuro
tt0831888,nm0632497,Itachi
tt0831888,nm1066974,Shiro
tt0831888,nm0410832,Kimura
tt0831888,nm1077107,Sawada
tt1795702,nm0187224,Wild Bill
tt1795702,nm2401020,Dean
tt1795702,nm4270089,Jimmy
tt1795702,nm3701064,Pill
tt5270948,nm0164809,Ted Kennedy
tt5270948,nm0544718,Mary Jo Kopechne
tt5270948,nm1159180,Joseph Gargan
tt5270948,nm0001136,Joseph Kennedy
tt8085790,nm0356021,Jordan Sanders
tt8085790,nm4793987,April Williams
tt8085790,nm6343162,Little Jordan Sanders
tt8085790,nm1261997,Mr. Marshall
tt0108539,nm0000530,Larry Wilson
tt0108539,nm0001738,Richard Parker
tt0108539,nm0435218,Bernie Lomax
tt0108539,nm0004752,Claudia
tt4192740,nm1249031,Sakip
tt4192740,nm1763577,Selim
tt4192740,nm2985917,Nihal
tt4192740,nm1444929,Fuat
tt6299040,nm2281292,Lt.Commander Arjun Varma
tt6299040,nm1946407,Captain Rann Vijay Singh
tt6299040,nm0474609,XO Devaraj
tt6299040,nm0700875,Admiral India Navy
tt0112744,nm0000197,Freddy Gale
tt0112744,nm0001556,John Booth
tt0112744,nm0001378,Mary
tt0112744,nm0000705,Jojo
tt0120764,nm0000502,Uncle Martin
tt0120764,nm0001099,Tim O'Hara
tt0120764,nm0000167,Brace Channing
tt0120764,nm0000435,Lizzie
tt0480239,nm2279940,Dagny Taggart
tt0480239,nm0101198,Henry 'Hank' Rearden
tt0480239,nm0550452,James Taggart
tt0480239,nm1346230,Eddie Willers
tt0110759,nm0005315,James 'Droz' Andrews
tt0110759,nm0949385,Tom Lawrence
tt0110759,nm0911725,Katy
tt0110759,nm0269463,Gutter
tt5179598,nm5052065,Joe Hunt
tt5179598,nm0000228,Ron Levin
tt5179598,nm5473782,Dean Karny
tt5179598,nm0731075,Sydney Evans
tt0471571,nm1121870,Nanda Gopal
tt0471571,nm1121870,Nandu
tt0471571,nm1121870,Fake Pardhu
tt0471571,nm1375534,Poori
tt0471571,nm1399243,Malli
tt0471571,nm0695177,CBI officer Anjaneya Prasad
tt0132512,nm0000174,Virgil Adamson
tt0132512,nm0000227,Amy Benic
tt0132512,nm0000534,Jennie Adamson
tt0132512,nm0001836,Duncan Allanbrook
tt21983758,nm3898762,Devika
tt21983758,nm9025544,Sujith
tt21983758,nm5584853,Mani
tt21983758,nm1465444,Kalyani
tt0119361,nm0001173,Chad
tt0119361,nm0540164,Howard
tt0119361,nm0250368,Christine
tt0119361,nm3140171,Co-worker #1
tt1087461,nm2444005,Amy Herman
tt1087461,nm2745310,Megan Stewart
tt1087461,nm2573591,Josh
tt1087461,nm2756569,Lexie
tt1087461,nm2745297,Kathy
tt0930083,nm2487186,Masafumi Kobayashi
tt0930083,nm1287602,Kana Yano
tt0930083,nm2176100,Junko Ishii
tt0930083,nm0032929,Guest on TV Program
tt0930083,nm0161726,Kimiko Yano
tt15109082,nm0189713,Eibhlín Cinnsealach
tt15109082,nm0071585,Seán Cinnsealach
tt15109082,nm12787121,Cáit
tt15109082,nm2789088,Da
tt0109842,nm0625735,Fresh
tt0109842,nm0002064,Esteban
tt0109842,nm0000168,Sam
tt0109842,nm0942668,Nichole
tt1341710,nm0039148,Marcus
tt1341710,nm1120797,Carmen
tt1341710,nm1725322,Sara
tt1341710,nm2033655,Henryk
tt5085924,nm2525790,Anna
tt5085924,nm0000374,Daddy
tt5085924,nm0000239,Ellen Cooper
tt5085924,nm3215533,Ray Cooper
tt0238924,nm0001085,Tim Sullivan
tt0238924,nm0540441,Margie Flynn
tt0238924,nm0386472,Francis Doyle
tt0238924,nm0000352,Father Casey
tt0102555,nm0000398,Betty Mahmoody
tt0102555,nm0000547,Moody
tt0102555,nm0742827,Mahtob
tt0102555,nm0786022,Houssein
tt8333746,nm9130105,Pinocchio
tt8333746,nm0000905,Geppetto
tt8333746,nm0660266,Gatto
tt8333746,nm0147592,Volpe
tt2351310,nm1030267,Kang Ji-koo
tt2351310,nm1595196,Kim In-hae
tt2351310,nm3675322,Kim Mi-reu
tt2351310,nm1041999,Bae Kyung-ub
tt8521718,nm7363531,Billie Holiday
tt8521718,nm5218990,Jimmy Fletcher
tt8521718,nm1330560,Harry Anslinger
tt8521718,nm0005169,Tallulah Bankhead
tt0120831,nm0005169,Vivian
tt0120831,nm0000273,Murray
tt0120831,nm0918934,Saleslady
tt0120831,nm0000673,Rita
tt1456472,nm0681566,Il papa
tt1456472,nm0604335,Lo psicoanalista
tt1456472,nm0836136,Il portavoce
tt1456472,nm0769237,Cardinal Gregori
tt1212974,nm2972478,Trixie
tt1212974,nm1423270,Hel
tt1212974,nm1760388,Camero
tt1212974,nm0403628,Gage
tt1134629,nm0000705,Pippa Lee
tt1134629,nm0000273,Herb Lee
tt1134629,nm0082802,Sam Shapiro
tt1134629,nm0000213,Sandra Dulles
tt0424908,nm0000438,Ludwig van Beethoven
tt0424908,nm1208167,Anna Holtz
tt0424908,nm0328828,Martin Bauer
tt0424908,nm0722661,Wenzel Schlemmer
tt1422032,nm0305558,Sebastián
tt1422032,nm0869088,Costa
tt1422032,nm0253216,Antón
tt1422032,nm0253216,Colón
tt1422032,nm3670008,Daniel
tt1422032,nm3670008,Atuey
tt7026666,nm4921260,Gopikrishna Pillai
tt7026666,nm4921260,Sudakara Kurup
tt7026666,nm1011348,DYSP Krishnadas
tt7026666,nm8179407,Sharadamma
tt7026666,nm3557375,Pilla
tt0104181,nm0000300,Cathy
tt0104181,nm0000300,Catherine
tt0104181,nm0000146,Heathcliff
tt0104181,nm0005216,Ellen Dean
tt0104181,nm0001830,Isabella Linton
tt6474040,nm0000160,Lars Nystrom
tt6474040,nm0636426,Bianca Lind
tt6474040,nm0835016,Gunnar Sorensson
tt6474040,nm0382216,Chief Mattsson
tt1552224,nm0000115,Gallain
tt1552224,nm0159789,Jacob
tt1552224,nm2843513,Crusader A
tt1552224,nm0910844,Lieutenant
tt0120728,nm0001721,Alice
tt0120728,nm0000295,Charlotte
tt0120728,nm0001177,Des
tt0120728,nm0040015,Jimmy
tt1032856,nm0299924,Lieutenant-colonel Tawfiq Zacharya
tt1032856,nm0253813,Dina
tt1032856,nm2759746,Haled
tt1032856,nm0622384,Simon
tt2650978,nm0727165,Greider
tt2650978,nm0604349,Hans Brenner
tt2650978,nm3559009,Luzi
tt2650978,nm4752229,Lukas
tt0959329,nm0004997,Kelley
tt0959329,nm0005406,Jackson
tt0959329,nm0856012,Shooter
tt0959329,nm0896117,Eddie Vigoda
tt8535968,nm8023748,Bernadette 'Benni' Klaaß
tt8535968,nm3477129,Michael 'Micha' Heller
tt8535968,nm0772609,Frau Bafané
tt8535968,nm2989239,Bianca Klaaß
tt0119086,nm0000224,Emily
tt0119086,nm0001125,Vincent
tt0119086,nm0000686,Ray
tt0119086,nm0860233,Alexander
tt0116707,nm0005278,Joe
tt0116707,nm0911725,Lily Dougherty
tt0116707,nm0921942,Ralph Roach
tt0116707,nm0399737,Rodney Roach
tt0105211,nm0000966,Mary
tt0105211,nm0001334,Daugherty
tt0105211,nm0000284,The King
tt0105211,nm0000704,Mike
tt0397619,nm1060442,Yeong-ki
tt0397619,nm1560374,Yeo-jin
tt0397619,nm1560630,Jae-yeong
tt0397619,nm1559443,Salesman
tt3793788,nm0960912,Natalie
tt3793788,nm3603758,Mitch
tt3793788,nm1204858,JP
tt3793788,nm0132257,Charles
tt0113321,nm0000456,Claudia Larson
tt0113321,nm0000843,Adele Larson
tt0113321,nm0000375,Tommy Larson
tt0113321,nm0001164,Henry Larson
tt0120857,nm0001749,Lady Hester
tt0120857,nm0001132,Arabella
tt0120857,nm0687506,Mary
tt0120857,nm0000333,Elsa
tt5539054,nm2254074,Holly Viola
tt5539054,nm4296013,Alison Hewitt
tt5539054,nm4973896,Tyler Hanson
tt5539054,nm6594362,Gil
tt0765447,nm0000603,Ann Lord
tt0765447,nm0001057,Nina Mars
tt0765447,nm0000132,Ann Grant
tt0765447,nm0933940,Harris Arden
tt0481797,nm0000619,Dominic Matei
tt0481797,nm0487884,Veronica
tt0481797,nm0487884,Laura
tt0481797,nm0487884,Rupini
tt0481797,nm0004486,Prof. Roman Stanciulescu
tt0481797,nm0377333,Dr. Josef Rudolf
tt3622120,nm2707511,Mark Wright
tt3622120,nm4440305,Tug Hartley
tt3622120,nm3738320,Stu Pearson
tt3622120,nm4656381,Stu Hale
tt3029556,nm2615398,Kenshin Himura
tt3029556,nm0297885,Makoto Shishio
tt3029556,nm3191754,Kaoru Kamiya
tt3029556,nm1328568,Sanosuke Sagara
tt5164184,nm1754059,Sofia
tt5164184,nm4534098,Marc
tt5164184,nm1589279,Veronique
tt5164184,nm0556453,DI Oscar Mills
tt4411504,nm0289856,Arquímedes Puccio
tt4411504,nm7506705,Maguila Puccio
tt4411504,nm2306611,Alejandro Puccio
tt4411504,nm7506707,Mónica
tt0359423,nm0268199,Bobby Morrow (1982)
tt0359423,nm1316767,Jonathan Glover (1982)
tt0359423,nm0000705,Clare
tt0359423,nm0000651,Alice Glover
tt0285861,nm0000450,Dan Mahowny
tt0285861,nm0000378,Belinda
tt0285861,nm0000457,Victor Foss
tt0285861,nm0001999,Frank Perlin
tt3702996,nm1065929,Zeki Müller
tt3702996,nm3436464,Chantal
tt3702996,nm0378932,Lisi Schnabelstedt
tt3702996,nm0726257,Gudrun Gerster
tt0109484,nm0000501,Manny Singer
tt0109484,nm0000155,Corrina Washington
tt0109484,nm0001499,Molly Singer
tt0109484,nm0377269,High Heels
tt0902955,nm1625479,Selim
tt0902955,nm1687151,Patlak
tt0902955,nm0997673,45
tt0902955,nm1698655,Nasir
tt0116531,nm0001484,Richard Clark
tt0116531,nm0000119,Victoria Chapell
tt0116531,nm0001221,Principal Evelyn Doyle
tt0116531,nm0001616,Griff McReynolds
tt0480269,nm1092227,Katya
tt0480269,nm0000114,Pierre Peders
tt0480269,nm0123946,Robert Peders
tt0480269,nm0253108,Maggie
tt5312232,nm8107386,Archana Patil (Archie)
tt5312232,nm8107387,Prashant Kale (Parshya)
tt5312232,nm8119363,Salim Shaikh (Sallya)
tt5312232,nm8119362,Pradeep Bansode (Langdya)
tt2217859,nm0251986,Jonah
tt2217859,nm0000321,Gene
tt2217859,nm0001376,Isabelle
tt2217859,nm4917921,Conrad
tt0326769,nm0000401,Smoke
tt0326769,nm1035682,Kid
tt0326769,nm0428963,Soul Train
tt0326769,nm0005023,Motherland
tt9271672,nm1859932,Ann
tt9271672,nm10682687,Young Ann
tt9271672,nm2111303,Father Dante
tt9271672,nm12071421,Natalie
tt7957694,nm6216001,Griffin
tt7957694,nm2314596,Phoebe
tt7957694,nm8562730,Mason
tt7957694,nm3632976,Alec
tt0104695,nm0000188,Jonas
tt0104695,nm0000700,Jane
tt0104695,nm0000357,Marva
tt0104695,nm0000553,Will
tt2570858,nm0461746,Cynthia
tt2570858,nm0842737,Lorna
tt2570858,nm4786698,Evelyn
tt2570858,nm1846447,Dr. Lurida
tt1632547,nm0297956,Nobuyuki Syamoto
tt1632547,nm0218942,Yukio Murata
tt1632547,nm0475900,Aiko Murata
tt1632547,nm2596846,Taeko Syamoto
tt5952594,nm0774386,Roman
tt5952594,nm4207146,Henry
tt5952594,nm0001136,Myles
tt5952594,nm4594069,Martha
tt3877674,nm1399770,Gabriel
tt3877674,nm0586568,Elias
tt3877674,nm0509263,Gregor
tt3877674,nm0540038,Franz
tt7074886,nm0413168,Gary Hart
tt7074886,nm0267812,Lee Hart
tt7074886,nm0799777,Bill Dixon
tt7074886,nm1975628,Billy Shore
tt1756476,nm1121870,G. Ajay Kumar
tt1756476,nm3606487,Prashanthi
tt1756476,nm1399243,Nayak
tt1756476,nm0695177,Shankar Narayana
tt0120540,nm0451321,Rahul Joshi
tt0120540,nm0004487,Seema Kapoor
tt0120540,nm0659156,Sidharth Chaudhry
tt0120540,nm0787447,Sheela Chaudhry
tt0379306,nm0000166,Mrs. Erlynne
tt0379306,nm0424060,Meg Windermere
tt0379306,nm0929489,Tuppy
tt0379306,nm0904371,Contessa Lucchino
tt0455362,nm0735442,Nicki
tt0455362,nm0005029,John
tt0455362,nm0543383,Sara
tt0455362,nm0515123,Matt
tt0112625,nm0865302,Candyman
tt0112625,nm0865302,Daniel Robitaille
tt0112625,nm0746414,Annie Tarrant
tt0112625,nm0054026,Caroline Sullivan
tt0112625,nm0074458,Coleman Tarrant
tt0187696,nm0004376,Paula
tt0187696,nm0299811,Hein
tt0187696,nm0519756,Gretchen
tt0187696,nm0088935,Caspar
tt1054580,nm3094966,Young Waris
tt1054580,nm5101259,Old Man
tt1054580,nm5101419,Amina
tt1054580,nm5100267,Waris' Mother
tt0451850,nm0451321,Kishan Laal
tt0451850,nm0451321,Prem The Ghost (Dual Role)
tt0451850,nm0611552,Lachchi
tt0451850,nm0451600,Bhanwarlal
tt0451850,nm0787462,Male Puppet
tt1808197,nm2115341,Metin
tt1808197,nm1699370,Duygu
tt1808197,nm2315898,Erol
tt1808197,nm3281722,Liza
tt0399877,nm0559144,Lead
tt0399877,nm0005006,Jennifer
tt0399877,nm0101152,Elliot
tt0399877,nm0047121,Reggie
tt6920356,nm10660486,Radio Interviewer
tt6920356,nm4108791,Phil
tt6920356,nm1481829,Jack
tt6920356,nm5141621,Frankie
tt0099762,nm0911542,Henry Miller
tt0099762,nm0000235,June Miller
tt0099762,nm0210218,Anaïs
tt0099762,nm0001290,Hugo
tt1264904,nm3569849,Nicolas
tt1264904,nm2092373,Alceste
tt1264904,nm3569636,Geoffroy
tt1264904,nm3559027,Clotaire
tt0418647,nm0000621,Ben Crane
tt0418647,nm0266824,Cale Crane
tt0418647,nm0004912,Prince Sadir
tt0418647,nm0001434,Pop Crane
tt7781432,nm6976096,Bill
tt7781432,nm5119729,Katie
tt7781432,nm8075458,Jen
tt7781432,nm0000317,Montgomery Dark
tt0318283,nm0005561,Alex Sheldon
tt0318283,nm0005561,Adam Shipley
tt0318283,nm0005028,Emma Dinsmore
tt0318283,nm0005028,Ylva
tt0318283,nm0005028,Elsa
tt0318283,nm0001601,John Shaw
tt0318283,nm0000521,Polina Delacroix
tt9608818,nm0781981,Dane Faucheux
tt9608818,nm6038328,Molly Teague
tt9608818,nm8627157,Evie Teague
tt9608818,nm0000729,Matt Teague
tt22488728,nm10869704,Uthaman Pradeep
tt22488728,nm10752244,Nikitha Shastri
tt22488728,nm6489058,Doctor Yogi
tt22488728,nm9055184,Divya
tt5225338,nm5490961,Francisca
tt5225338,nm2939030,Charlie
tt5225338,nm6796793,Young Francisca
tt5225338,nm7750467,Father
tt2032572,nm0000115,Captain McVay
tt2032572,nm0001744,McWhorter
tt2032572,nm0005048,Lt. Adrian Marks
tt2032572,nm1782667,Bama
tt5301942,nm1372788,Arjun Talwar
tt5301942,nm7021807,Vidya Talwar
tt5301942,nm0438488,Baali Sir
tt5301942,nm10279002,Adult Kittu
tt0498097,nm0946324,Bahar
tt0498097,nm0149196,Isa
tt0498097,nm0456400,Serap
tt0498097,nm2241019,Mehmet
tt1311060,nm0004395,Carter
tt1311060,nm0420955,Hugh
tt1311060,nm0001573,Melissa
tt1311060,nm0528331,Dr. Judith
tt0161860,nm0477810,Jettel Redlich
tt0161860,nm0632457,Walter Redlich
tt0161860,nm0352278,Walter Süßkind
tt0161860,nm0648943,Owuor
tt2193265,nm0000241,Storm
tt2193265,nm0111013,Chris
tt2193265,nm1097364,Phil
tt2193265,nm1443644,Lisa
tt4009278,nm0191412,Dan Cooper
tt4009278,nm3605836,Charlotte
tt4009278,nm4477836,J.P. Henson
tt4009278,nm3977251,Conrad
tt11127690,nm1832584,Ángel
tt11127690,nm1918862,Vane
tt11127690,nm1166977,Ricardo
tt11127690,nm4078485,Fisioterapeuta
tt0306434,nm0000821,Vijay Singh Rajput
tt0306434,nm0474774,Vishwas Prajapati
tt0306434,nm0784047,Neha Srivastav
tt0306434,nm0992000,Arjun Verma
tt0405821,nm0410832,Tetsuya Azuma
tt0405821,nm0410832,Casshern
tt0405821,nm0039591,Luna Kozuki
tt0405821,nm0855417,Dr. Kotaro Azuma
tt0405821,nm0383679,Midori Azuma
tt0112571,nm0000155,Jane
tt0112571,nm0000571,Robin
tt0112571,nm0000106,Holly
tt0112571,nm0000190,Abe
tt8963708,nm10280692,Merab
tt8963708,nm10280693,Irakli
tt8963708,nm10280694,Mary
tt8963708,nm4306006,Aleko
tt12335692,nm4571421,John Wood
tt12335692,nm4976824,Maria Johnson
tt12335692,nm2929043,Commander Stone
tt12335692,nm1648506,Dr. Feltspat
tt5254610,nm7455038,Vlad
tt5254610,nm1259756,Emil
tt5254610,nm1060681,Tatiana
tt5254610,nm0670092,Anton
tt0119594,nm0000056,Harry Ross
tt0119594,nm0000215,Catherine Ames
tt0119594,nm0000432,Jack Ames
tt0119594,nm0000702,Mel Ames
tt1182921,nm0012078,Casey Bowman
tt1182921,nm0407296,Masazuka
tt1182921,nm1856057,Namiko Takeda
tt1182921,nm0421709,Det. Traxler
tt3216348,nm0001173,Dr. Ember
tt3216348,nm0396924,Lindsey
tt3216348,nm1503432,Camilla
tt3216348,nm3458761,Cameron
tt11375428,nm3387048,Arun Neelakandan
tt11375428,nm9219502,Nithya Balagopal
tt11375428,nm6697575,Darshana
tt11375428,nm1066795,Neelakandan
tt1828995,nm0851582,Nathalie Kerr
tt1828995,nm1460782,Markus Lundell
tt1828995,nm0865333,Charles
tt1828995,nm0076889,"Chloé, la secrétaire de Nathalie"
tt3742284,nm3087728,Meera
tt3742284,nm2161624,Arjun
tt3742284,nm1069587,Satbir
tt3742284,nm0622732,Sarpanch- Amma Ji
tt3825638,nm1525221,Thomas Gnielka
tt3825638,nm2356421,Johann Radmann
tt3825638,nm2337337,Marlene Wondrak
tt3825638,nm0471406,Simon Kirsch
tt0243862,nm0077944,Andreas
tt0243862,nm0433692,Karen
tt0243862,nm0836742,Olympia
tt0243862,nm0304644,Jørgen Mortensen
tt5071886,nm0707425,Kabali
tt5071886,nm0152061,Tony Lee
tt5071886,nm2331000,Kumudhavalli
tt5071886,nm4734130,Yogi
tt0235060,nm0955471,"Zhao Di, Young"
tt0235060,nm0838944,Luo Yusheng
tt0235060,nm0955613,Luo Changyu
tt0235060,nm0955517,"Zhao Di, Old"
tt4731148,nm7590244,Julia Lebedeva
tt4731148,nm5003252,Tyoma
tt4731148,nm4928333,Hakon
tt4731148,nm0579823,Colonel Lebedev
tt0461703,nm0004736,Varek
tt0461703,nm0004736,Caleb Talbot
tt0461703,nm0000480,Jonas Talbot
tt0461703,nm0593961,Rachel Talbot
tt0461703,nm0853573,Sonja
tt3478962,nm0001993,Georgio Milevski
tt3478962,nm0073384,"Marie-Antoinette Jézéquel, dite Tony"
tt3478962,nm0308039,Solal
tt3478962,nm0494066,Babeth
tt7615302,nm0001132,Joan
tt7615302,nm5824400,Young Joan
tt7615302,nm1304386,Max
tt7615302,nm3433735,Leo
tt3714720,nm1663205,Ron Hollar
tt3714720,nm0206359,Jason
tt3714720,nm0420955,Don Hollar
tt3714720,nm0447695,Rebecca
tt1180583,nm1421814,Krishnan
tt1180583,nm1421814,Suriya
tt1180583,nm0801264,Malini Krishnan
tt1180583,nm1631667,Priya
tt1180583,nm1213820,Meghana
tt2883434,nm0000126,Elliott Anderson
tt2883434,nm0818055,Rowena Jeffers
tt2883434,nm1843026,Fay
tt2883434,nm1107001,Jeremiah Jeffers
tt0126250,nm0000335,Camille Dixon
tt0126250,nm0000194,Cora Duvall
tt0126250,nm0000239,Emma Duvall
tt0126250,nm0000563,Jason Brown
tt2459156,nm2167445,William
tt2459156,nm3141662,Effy
tt2459156,nm0273797,Jeremy
tt2459156,nm2372275,Jennifer
tt0844993,nm0659363,Red Riding Hood
tt0844993,nm0000335,Granny
tt0844993,nm0911320,The Big Bad Wolf
tt0844993,nm0000349,Verushka the Witch
tt0156794,nm0004486,Alexandros
tt0156794,nm0719224,Anna
tt0156794,nm0072768,The Poet
tt0156794,nm0804093,The Child
tt0395119,nm0001557,Diego Alatriste
tt0395119,nm0025745,Angélica de Alquézar
tt0395119,nm0880054,Íñigo Balboa
tt0395119,nm0273464,Sebastián Copons
tt3754940,nm0201857,Julián
tt3754940,nm0194572,Tomás
tt3754940,nm0285135,Paula
tt3754940,nm7707341,Truman
tt0239949,nm0005098,Gilbert Noble
tt0239949,nm0001287,Josephine Wingfield
tt0239949,nm0428963,Dig McCaffrey
tt0239949,nm0000398,Valdine Wingfield
tt0256276,nm0000569,Maud Bailey
tt0256276,nm0001173,Roland Michell
tt0256276,nm0000562,Randolph Henry Ash
tt0256276,nm0000383,Christabel LaMotte
tt0477078,nm1107127,Hal Hefner
tt0477078,nm0447695,Ginny Ryerson
tt0477078,nm0194900,Ben Wekselbaum
tt0477078,nm2064295,Ram
tt0810823,nm1036181,Ian Stone
tt0810823,nm1444665,Medea
tt0810823,nm1268047,Jenny Walker
tt0810823,nm0269923,Gray
tt0213790,nm0005218,Leon Phelps
tt0213790,nm0663854,Julie Simmons
tt0213790,nm0001850,Lester
tt0213790,nm0936762,Scrap Iron
tt0992911,nm0947447,Ma
tt0992911,nm0465503,Wilson
tt0992911,nm0514998,Archer
tt0992911,nm0628877,Tony
tt7721946,nm0474774,Prince Bala Dev Singh
tt7721946,nm0474774,Harry
tt7721946,nm1299011,Bangdu Maharaj
tt7721946,nm1299011,Roy
tt7721946,nm0219967,Dharamputra
tt7721946,nm0219967,Max
tt7721946,nm5305841,Princes Madhu
tt7721946,nm5305841,Kriti
tt9737876,nm12242794,Ingrid Tofte
tt9737876,nm2827936,Corporal Gunnar Tofte
tt9737876,nm13717836,Ole Tofte
tt9737876,nm0582278,Major Sigurd Omdal
tt0267287,nm0286085,Ash
tt0267287,nm0468651,Game Master
tt0267287,nm0345616,Murphy
tt0267287,nm0084248,Bishop
tt3678938,nm3315894,Rakesh 'Humpty' Sharma
tt3678938,nm1017633,Kavya Pratap Singh
tt3678938,nm0709359,Mr. Singh - Kavya's Father
tt3678938,nm3983956,Angad Bedi
tt1572311,nm0474774,Tabrez Mirza 'Tees Maar' Khan
tt1572311,nm1229940,Anya Khan
tt1572311,nm0451379,Aatish Kapoor
tt1572311,nm4399478,Johri Brothers
tt4163020,nm0000105,The Radio DJ
tt4163020,nm4410693,"Sweet Tooth (segment ""Sweet Tooth"")"
tt4163020,nm7043418,"Timothy Blake (segment ""Sweet Tooth"")"
tt4163020,nm0930226,"Mrs. Blake (segment ""Sweet Tooth"")"
tt4501454,nm0000215,Marnie
tt4501454,nm0126284,Lori
tt4501454,nm0799777,Zipper
tt4501454,nm4273797,Freddy
tt4501454,nm4273797,Fredo
tt3646462,nm11823172,Okul Müdür Yardimcisi
tt3646462,nm1763577,Selman Bulut
tt3646462,nm1869675,Okul Müdürü
tt3646462,nm2443020,Efrahim Caner
tt0105466,nm0000615,Roy Knable
tt0105466,nm0001118,Helen Knable
tt0105466,nm0000470,Spike
tt0105466,nm0005495,Darryl Knable
tt4799064,nm1027986,Richard Thorncroft
tt4799064,nm1375030,Clive Parnevik
tt4799064,nm0204583,Patricia Deville
tt4799064,nm0176869,Peter Easterman
tt7465992,nm7146337,Savitri
tt7465992,nm4921260,Gemini Ganesan
tt7465992,nm3606487,Madhuravani
tt7465992,nm4797922,Vijay Anthony
tt0250310,nm0441592,Corky Romano
tt0250310,nm0000393,Francis A. Romano
tt0250310,nm0005416,Agent Kate Russo
tt0250310,nm0000916,Paulie Romano
tt6149154,nm0753314,Magistrate
tt6149154,nm0000136,Col. Joll
tt6149154,nm1500155,Officer Mandel
tt6149154,nm7232418,The Girl
tt0314067,nm0224441,Ovidiu Gorea
tt0314067,nm0227708,Pavel Puiut
tt0314067,nm1155994,Miruna
tt0314067,nm1156680,Diana Dobrovicescu
tt0119670,nm0001085,Kevin Dillon
tt0119670,nm0711805,Maxwell Kane
tt0119670,nm0000232,Gwen Dillon
tt0119670,nm0001765,Grim
tt1523483,nm0215281,Smith
tt1523483,nm2247245,Stella
tt1523483,nm3024712,Thor
tt1523483,nm0581953,Lorelei
tt5867800,nm9195417,Aruvi
tt5867800,nm9557586,Shakil Waqaab
tt5867800,nm9557587,Peter
tt5867800,nm9557596,Aruvi's Brother Karuna
